	Gene stable ID	Gene name
200049	ENSG00000282279	AC243658.1
200050	ENSG00000241288	AC092902.2
200072	ENSG00000248498	ASNSP1
200076	ENSG00000186871	ERCC6L
200078	ENSG00000206460	CDSN
200079	ENSG00000206458	PSORS1C1
200085	ENSG00000171148	TADA3
200091	ENSG00000224118	AL671561.1
200092	ENSG00000115486	GGCX
200102	ENSG00000228912	IFITM4P
200103	ENSG00000259375	AC087286.3
200104	ENSG00000105948	TTC26
200114	ENSG00000253317	AC078906.1
200115	ENSG00000154065	ANKRD29
200123	ENSG00000219926	OR7E104P
200129	ENSG00000259171	AL163636.2
200130	ENSG00000213280	AC090114.1
200131	ENSG00000242588	AC108010.1
200132	ENSG00000101294	HM13
200161	ENSG00000254069	AC134698.4
200162	ENSG00000229893	AC005091.1
200163	ENSG00000164885	CDK5
200168	ENSG00000168268	NT5DC2
200183	ENSG00000254342	AC022616.6
200184	ENSG00000175536	LIPT2
200187	ENSG00000215475	SIAH3
200188	ENSG00000087842	PIR
200194	ENSG00000154162	CDH12
200202	ENSG00000253766	AC091946.1
200203	ENSG00000101557	USP14
200212	ENSG00000255825	AC006205.1
200213	ENSG00000279280	AC092364.3
200214	ENSG00000280066	MTDHP4
200215	ENSG00000276999	AC226770.1
200216	ENSG00000224320	HLA-A
200227	ENSG00000281828	HERC2P7
200228	ENSG00000260874	AC106820.5
200230	ENSG00000171988	JMJD1C
200242	ENSG00000227027	HLA-T
200243	ENSG00000234229	LINC01505
200244	ENSG00000280700	AC136687.1
200245	ENSG00000183734	ASCL2
200246	ENSG00000204469	PRRC2A
200260	ENSG00000229876	CASC20
200261	ENSG00000262869	AC099684.3
200262	ENSG00000229526	KRT16P4
200264	ENSG00000236533	AC009413.1
200265	ENSG00000259628	AC007000.3
200266	ENSG00000250084	BX510359.5
200267	ENSG00000250990	AC098851.1
200268	ENSG00000250321	AC079140.2
200269	ENSG00000197177	ADGRA1
200272	ENSG00000122877	EGR2
200278	ENSG00000127589	TUBBP1
200280	ENSG00000285694	AL162718.2
200281	ENSG00000260239	LINC02533
200282	ENSG00000253346	AC109329.1
200283	ENSG00000230225	MTND5P14
200284	ENSG00000103876	FAH
200298	ENSG00000228015	AC074338.1
200299	ENSG00000274921	KIR2DS4
200302	ENSG00000274498	KIR3DP1
200303	ENSG00000279878	AP003108.5
200304	ENSG00000281279	OR5G4P
200305	ENSG00000251535	AC079140.4
200306	ENSG00000215464	AP000354.1
200307	ENSG00000228963	OR7E93P
200308	ENSG00000186777	ZNF732
200310	ENSG00000248629	AC092608.1
200311	ENSG00000261958	OR9G1
200312	ENSG00000278429	GOLGA8DP
200314	ENSG00000213871	TAF9BP1
200315	ENSG00000213872	AC092798.1
200316	ENSG00000001630	CYP51A1
200320	ENSG00000166189	HPS6
200321	ENSG00000183260	ABHD16B
200322	ENSG00000268858	AL118506.1
200323	ENSG00000226411	AC079355.1
200324	ENSG00000236969	GGT8P
200325	ENSG00000235757	PTMAP1
200326	ENSG00000277412	BX005040.3
200327	ENSG00000147654	EBAG9
200337	ENSG00000165197	VEGFD
200339	ENSG00000253787	LINC02219
200340	ENSG00000107798	LIPA
200348	ENSG00000100360	IFT27
200360	ENSG00000272843	AC211476.2
200361	ENSG00000279269	AP003072.3
200362	ENSG00000140368	PSTPIP1
200380	ENSG00000213781	PSMC1P2
200381	ENSG00000224860	GXYLT1P2
200382	ENSG00000279526	AC011239.2
200383	ENSG00000260827	AC138869.3
200385	ENSG00000281820	RPL5P29
200386	ENSG00000263328	OR8K1
200387	ENSG00000280617	OR8K2P
200388	ENSG00000254559	AC069287.2
200389	ENSG00000232512	AP000233.2
200391	ENSG00000250482	DUX4L51
200392	ENSG00000112053	SLC26A8
200400	ENSG00000223889	AC073188.1
200401	ENSG00000234467	SLC25A1P2
200402	ENSG00000174405	LIG4
200407	ENSG00000170430	MGMT
200411	ENSG00000232451	AC018467.1
200414	ENSG00000179950	PUF60
200436	ENSG00000113583	C5orf15
200439	ENSG00000231679	HLA-DRB3
200440	ENSG00000223590	MUC21
200443	ENSG00000074370	ATP2A3
200458	ENSG00000250905	AC093893.1
200459	ENSG00000255229	AC069287.3
200460	ENSG00000188076	SCGB1C1
200461	ENSG00000234828	IQCM
200467	ENSG00000237224	AL157832.2
200473	ENSG00000255360	AP004607.8
200474	ENSG00000231474	BX927139.1
200476	ENSG00000179381	OR4K11P
200477	ENSG00000254655	AP004607.1
200478	ENSG00000270423	AP001981.1
200479	ENSG00000228159	LINC01674
200480	ENSG00000254798	TFAMP2
200481	ENSG00000224776	RPSAP50
200482	ENSG00000149289	ZC3H12C
200485	ENSG00000275290	LILRA2
200493	ENSG00000204450	TRIM64
200494	ENSG00000227117	HORMAD2-AS1
200497	ENSG00000272620	AFAP1-AS1
200498	ENSG00000222038	POTEJ
200499	ENSG00000254953	AP001803.1
200500	ENSG00000144426	NBEAL1
200510	ENSG00000264172	PDLIM1P3
200511	ENSG00000226631	SLC9A3P3
200512	ENSG00000229519	AL591866.1
200513	ENSG00000184281	TSSC4
200523	ENSG00000267634	RPL7L1P5
200524	ENSG00000256280	AP006289.1
200525	ENSG00000232548	LINC01809
200526	ENSG00000266913	LINC01841
200528	ENSG00000253230	LINC00599
200533	ENSG00000205702	CYP2D7
200541	ENSG00000166233	ARIH1
200551	ENSG00000279648	AP000432.2
200552	ENSG00000214581	ZNF971P
200554	ENSG00000260873	SNTB2
200560	ENSG00000228810	PABPC1P11
200561	ENSG00000264187	AC055811.2
200562	ENSG00000260579	AC024270.3
200563	ENSG00000226286	AL008733.1
200564	ENSG00000282076	KCNQ1
200567	ENSG00000229618	AC011287.1
200573	ENSG00000204652	RPS26P8
200574	ENSG00000142611	PRDM16
200584	ENSG00000150457	LATS2
200586	ENSG00000267116	AP005264.2
200587	ENSG00000187013	C17orf82
200588	ENSG00000261743	AC138305.2
200589	ENSG00000242104	AC092978.1
200591	ENSG00000285095	AC025887.2
200592	ENSG00000169203	NPIPB12
200601	ENSG00000090857	PDPR
200612	ENSG00000228835	AC012123.1
200613	ENSG00000281641	SAMD12-AS1
200615	ENSG00000250587	HPRT1P2
200616	ENSG00000250984	AC108082.1
200617	ENSG00000285803	AL442003.1
200618	ENSG00000279304	AP003072.4
200619	ENSG00000248391	LINC02064
200621	ENSG00000244509	APOBEC3C
200623	ENSG00000251401	AC093729.1
200624	ENSG00000137074	APTX
200657	ENSG00000124092	CTCFL
200679	ENSG00000277000	DUSP12P1
200680	ENSG00000184194	GPR173
200682	ENSG00000253917	AC226119.1
200683	ENSG00000251271	ALG1L7P
200684	ENSG00000255287	SNRPGP16
200685	ENSG00000251656	PRELID3BP5
200686	ENSG00000251163	PRELID3BP4
200687	ENSG00000125823	CSTL1
200692	ENSG00000229063	TRBV23OR9-2
200693	ENSG00000267469	AC005944.1
200694	ENSG00000267304	AC004637.1
200695	ENSG00000223864	NPM1P19
200696	ENSG00000234798	DXO
200710	ENSG00000131374	TBC1D5
200740	ENSG00000163584	RPL22L1
200746	ENSG00000206062	AL121823.1
200747	ENSG00000268173	AC007192.1
200748	ENSG00000023516	AKAP11
200749	ENSG00000173013	CCDC96
200750	ENSG00000233710	AL049564.1
200751	ENSG00000226562	CYP4F26P
200754	ENSG00000216671	CCNYL3
200755	ENSG00000281733	FAM99A
200757	ENSG00000277581	AL023803.3
200758	ENSG00000185885	IFITM1
200762	ENSG00000272379	AL008729.2
200763	ENSG00000162068	NTN3
200764	ENSG00000236171	RPL12P26
200765	ENSG00000250957	AC012055.1
200766	ENSG00000178952	TUFM
200770	ENSG00000073598	FNDC8
200771	ENSG00000282405	AC019257.6
200772	ENSG00000250038	AC109588.1
200774	ENSG00000263465	SRSF8
200776	ENSG00000170777	TPD52L3
200779	ENSG00000259990	AC133561.2
200780	ENSG00000273362	AP000547.2
200781	ENSG00000110092	CCND1
200787	ENSG00000261217	BCAP31P1
200788	ENSG00000163697	APBB2
200818	ENSG00000271035	AC010385.2
200819	ENSG00000270495	AC008825.2
200820	ENSG00000267132	HMGB3P27
200821	ENSG00000173848	NET1
200827	ENSG00000246526	LINC002481
200828	ENSG00000263603	AC127024.2
200830	ENSG00000229286	AP000522.1
200831	ENSG00000276486	AC022960.3
200832	ENSG00000186862	PDZD7
200842	ENSG00000185551	NR2F2
200847	ENSG00000259702	AC024337.1
200849	ENSG00000278146	AC012409.4
200850	ENSG00000260634	AC012508.2
200851	ENSG00000167702	KIFC2
200860	ENSG00000228295	LINC00392
200861	ENSG00000255774	AP000439.2
200863	ENSG00000272872	AP000525.1
200864	ENSG00000271672	DUXAP8
200865	ENSG00000230453	ANKRD18B
200873	ENSG00000271550	BNIP3P11
200874	ENSG00000270017	AC107976.1
200875	ENSG00000282786	AF188030.2
200876	ENSG00000128596	CCDC136
200891	ENSG00000272851	AC096772.1
200892	ENSG00000167910	CYP7A1
200893	ENSG00000099308	MAST3
200898	ENSG00000104691	UBXN8
200908	ENSG00000253383	AC100784.1
200909	ENSG00000268350	FAM156A
200932	ENSG00000281815	AC127032.2
200933	ENSG00000223696	HLA-DPA3
200934	ENSG00000234579	AC009305.1
200935	ENSG00000158089	GALNT14
200950	ENSG00000105339	DENND3
200972	ENSG00000172845	SP3
200980	ENSG00000221890	NPTXR
200982	ENSG00000214324	C3orf56
200983	ENSG00000203870	SMIM9
200986	ENSG00000276160	GGTLC5P
200987	ENSG00000181433	SAGE1
200990	ENSG00000108561	C1QBP
200997	ENSG00000274099	ABCB10P1
200998	ENSG00000175800	OR52B3P
200999	ENSG00000205452	AC140658.1
201003	ENSG00000261061	AC092718.4
201004	ENSG00000237737	DCTN1-AS1
201010	ENSG00000148488	ST8SIA6
201013	ENSG00000159239	AC005041.1
201014	ENSG00000165675	ENOX2
201021	ENSG00000114544	SLC41A3
201043	ENSG00000179406	LINC00174
201055	ENSG00000244657	AC008267.6
201056	ENSG00000146755	TRIM50
201060	ENSG00000284194	SCO2
201064	ENSG00000273696	CT45A7
201066	ENSG00000198417	MT1F
201070	ENSG00000262668	AJ003147.2
201071	ENSG00000203581	OR1F2P
201072	ENSG00000074211	PPP2R2C
201081	ENSG00000225067	RPL23AP2
201082	ENSG00000231256	CFAP97D1
201084	ENSG00000259985	AC017100.1
201085	ENSG00000236175	SSU72P6
201086	ENSG00000230326	HMGN1P33
201087	ENSG00000269186	LINC01082
201089	ENSG00000231541	RPS6P2
201090	ENSG00000273976	GOLGA6L1
201091	ENSG00000270838	AL121912.1
201092	ENSG00000273794	KIR2DL1
201094	ENSG00000234862	AL035258.1
201095	ENSG00000182220	ATP6AP2
201128	ENSG00000249494	AC008629.1
201131	ENSG00000233861	MGAT2P1
201132	ENSG00000254041	AC021546.1
201133	ENSG00000253526	AC090802.1
201134	ENSG00000169570	DTWD2
201138	ENSG00000278980	AP003485.1
201139	ENSG00000214617	SLC6A10P
201142	ENSG00000271537	AC009220.3
201143	ENSG00000251503	CENPS-CORT
201148	ENSG00000249551	LINC02216
201149	ENSG00000175265	GOLGA8A
201154	ENSG00000180422	LINC00304
201157	ENSG00000255187	AP003386.1
201158	ENSG00000105642	KCNN1
201162	ENSG00000282855	AC093591.3
201163	ENSG00000274327	TAS2R7
201164	ENSG00000284337	LIMS3-LOC440895
201166	ENSG00000214867	SRSF9P1
201167	ENSG00000280085	AP001002.3
201168	ENSG00000279209	AP001002.1
201169	ENSG00000100319	ZMAT5
201171	ENSG00000001626	CFTR
201189	ENSG00000261879	AC087500.1
201193	ENSG00000237974	AC000111.2
201194	ENSG00000254139	AC104051.2
201195	ENSG00000166002	SMCO4
201201	ENSG00000265542	AC015845.2
201203	ENSG00000253821	AC090796.1
201205	ENSG00000126733	DACH2
201213	ENSG00000120251	GRIA2
201228	ENSG00000168496	FEN1
201231	ENSG00000225536	STIP1P3
201232	ENSG00000255343	AC234917.1
201233	ENSG00000181625	SLX1B
201238	ENSG00000226506	AC007463.1
201240	ENSG00000261740	BOLA2-SMG1P6
201243	ENSG00000235491	LINC01889
201244	ENSG00000121039	RDH10
201249	ENSG00000260064	AC092332.1
201250	ENSG00000224239	AC090044.1
201251	ENSG00000235158	AC087430.1
201252	ENSG00000226205	AC007790.1
201253	ENSG00000259219	AC084855.2
201254	ENSG00000125868	DSTN
201257	ENSG00000260009	LINC02130
201258	ENSG00000104331	IMPAD1
201261	ENSG00000125816	NKX2-4
201262	ENSG00000172366	MCRIP2
201273	ENSG00000253688	AC026904.2
201275	ENSG00000255019	OR5D15P
201276	ENSG00000237037	NDUFA6-DT
201292	ENSG00000278545	MARCH8
201296	ENSG00000224594	RPL29P19
201297	ENSG00000255542	AC090625.2
201298	ENSG00000197123	ZNF679
201300	ENSG00000215380	AC090625.1
201301	ENSG00000230505	OR10C1
201303	ENSG00000108813	DLX4
201309	ENSG00000250095	NREP-AS1
201312	ENSG00000255487	AC087362.2
201313	ENSG00000267476	AC104365.1
201315	ENSG00000253502	ATP6V1G1P2
201316	ENSG00000221963	APOL6
201317	ENSG00000197579	TOPORS
201319	ENSG00000261590	AC018554.2
201320	ENSG00000223707	SFR1P2
201321	ENSG00000183822	NCF4-AS1
201323	ENSG00000282358	AC073488.8
201324	ENSG00000101438	SLC32A1
201325	ENSG00000282306	AC073488.7
201326	ENSG00000233158	RPS24P6
201327	ENSG00000268818	AL049747.1
201328	ENSG00000040731	CDH10
201332	ENSG00000251294	AC091885.2
201333	ENSG00000280341	AP000542.3
201334	ENSG00000266714	MYO15B
201372	ENSG00000227370	AC254562.1
201373	ENSG00000163060	TEKT4
201375	ENSG00000260644	HERC2P5
201379	ENSG00000237055	MTCO1P48
201380	ENSG00000107018	RLN1
201382	ENSG00000184983	NDUFA6
201385	ENSG00000226537	OR7E33P
201386	ENSG00000163605	PPP4R2
201393	ENSG00000278631	AC097374.2
201394	ENSG00000221867	MAGEA3
201397	ENSG00000258631	AC110023.1
201398	ENSG00000259724	LINC01581
201400	ENSG00000175294	CATSPER1
201402	ENSG00000258895	AC104390.1
201403	ENSG00000177096	PHETA2
201405	ENSG00000223383	HIST1H2APS6
201406	ENSG00000015532	XYLT2
201413	ENSG00000262777	AC032044.1
201415	ENSG00000110171	TRIM3
201430	ENSG00000104064	GABPB1
201441	ENSG00000010295	IFFO1
201453	ENSG00000271737	AC008608.2
201454	ENSG00000267610	AC007787.1
201455	ENSG00000267417	AC138474.1
201456	ENSG00000259417	CTXND1
201457	ENSG00000214684	AC003045.1
201458	ENSG00000032444	PNPLA6
201483	ENSG00000234527	PCDH9-AS1
201484	ENSG00000285588	AL160254.1
201485	ENSG00000234934	MTND5P29
201486	ENSG00000181552	EDDM3B
201487	ENSG00000170786	SDR16C5
201490	ENSG00000132517	SLC52A1
201495	ENSG00000285704	AC004765.1
201496	ENSG00000137714	FDX1
201497	ENSG00000154727	GABPA
201500	ENSG00000280195	AC245140.2
201501	ENSG00000163702	IL17RC
201532	ENSG00000236579	HCG9
201533	ENSG00000249493	ANKRD20A18P
201534	ENSG00000224905	AP001347.1
201537	ENSG00000231838	CR769775.2
201538	ENSG00000273897	AC211476.3
201539	ENSG00000214269	LGMNP1
201540	ENSG00000285151	AC140134.2
201541	ENSG00000008441	NFIX
201555	ENSG00000275170	FRG2MP
201556	ENSG00000281210	AC245931.2
201557	ENSG00000185926	OR4C46
201558	ENSG00000236336	AL022725.1
201559	ENSG00000138769	CDKL2
201563	ENSG00000231616	AL354733.2
201577	ENSG00000270772	PDHA1P1
201578	ENSG00000279452	AC006277.1
201579	ENSG00000242423	RPL12P36
201580	ENSG00000245768	AC092378.1
201583	ENSG00000262795	IFNGR2
201589	ENSG00000238133	MAP3K20-AS1
201592	ENSG00000214226	C17orf67
201595	ENSG00000254428	AP003392.1
201596	ENSG00000167080	B4GALNT2
201599	ENSG00000229413	AC018638.1
201600	ENSG00000263312	LINC01975
201601	ENSG00000229012	AC003685.1
201602	ENSG00000224555	AC087441.1
201603	ENSG00000183249	NF1P3
201604	ENSG00000230882	AC005077.4
201605	ENSG00000178772	CPN2
201607	ENSG00000258451	AL163636.1
201608	ENSG00000260197	AC010889.1
201609	ENSG00000143924	EML4
201617	ENSG00000206461	C6orf15
201618	ENSG00000276395	KIR2DS4
201619	ENSG00000228923	AP000355.1
201620	ENSG00000241537	AC134050.1
201621	ENSG00000274958	ITPK1
201633	ENSG00000240708	LINC02030
201634	ENSG00000231359	AC072052.1
201635	ENSG00000233990	AL353754.1
201636	ENSG00000132740	IGHMBP2
201648	ENSG00000273550	AL354810.1
201649	ENSG00000283766	AC141930.2
201650	ENSG00000102010	BMX
201655	ENSG00000261522	AL845331.3
201657	ENSG00000275763	C18orf65
201658	ENSG00000262097	LINC02185
201660	ENSG00000213514	AL731556.1
201661	ENSG00000263234	AC010401.2
201662	ENSG00000254500	RANP3
201663	ENSG00000261390	MAFTRR
201667	ENSG00000162878	PKDCC
201676	ENSG00000119321	FKBP15
201682	ENSG00000266938	AC119403.2
201683	ENSG00000232874	AC080129.2
201684	ENSG00000224412	AC022022.1
201685	ENSG00000171033	PKIA
201688	ENSG00000237724	HSPA1A
201690	ENSG00000241852	C8orf58
201697	ENSG00000114978	MOB1A
201703	ENSG00000256020	AC006205.2
201704	ENSG00000120210	INSL6
201707	ENSG00000262445	AC099684.2
201708	ENSG00000148572	NRBF2
201710	ENSG00000262535	OR5G5P
201714	ENSG00000248564	AC079140.1
201715	ENSG00000233128	LINC01794
201716	ENSG00000198816	ZNF358
201718	ENSG00000157110	RBPMS
201738	ENSG00000214405	RAP1BP2
201739	ENSG00000243195	TUBBP11
201740	ENSG00000273431	TAS2R50
201741	ENSG00000261853	AC134349.3
201742	ENSG00000225439	BOLA3-AS1
201745	ENSG00000250062	AC104827.1
201747	ENSG00000271897	AL357518.1
201748	ENSG00000206465	SFTA2
201750	ENSG00000272751	AC006518.4
201751	ENSG00000263097	TAS2R31
201752	ENSG00000223928	NUP35P1
201753	ENSG00000262525	TAS2R46
201754	ENSG00000184368	MAP7D2
201759	ENSG00000277218	AL139123.1
201760	ENSG00000282683	AC236721.1
201761	ENSG00000232026	AL731683.1
201764	ENSG00000237085	AC127391.1
201765	ENSG00000235235	IGKV1OR2-1
201766	ENSG00000262268	OR9G3P
201767	ENSG00000188693	CYP51A1-AS1
201768	ENSG00000197763	TXNRD3
201775	ENSG00000106049	HIBADH
201779	ENSG00000229578	LINC00358
201780	ENSG00000223709	TRIM64EP
201781	ENSG00000261725	AC007225.2
201782	ENSG00000197345	MRPL21
201790	ENSG00000155970	MICU3
201796	ENSG00000147262	GPR119
201797	ENSG00000101222	SPEF1
201800	ENSG00000103042	SLC38A7
201816	ENSG00000170088	TMEM192
201819	ENSG00000229894	GK3P
201820	ENSG00000242324	AL049634.1
201821	ENSG00000197563	PIGN
201872	ENSG00000235289	BRD7P6
201873	ENSG00000280577	OR8L1P
201874	ENSG00000129250	KIF1C
201878	ENSG00000285666	AC006972.1
201879	ENSG00000224498	MAPKAPK5P1
201880	ENSG00000261509	TP53TG3B
201885	ENSG00000100246	DNAL4
201889	ENSG00000230149	AL021707.3
201890	ENSG00000108309	RUNDC3A
201897	ENSG00000073331	ALPK1
201915	ENSG00000283031	AC009242.1
201916	ENSG00000226141	AC244107.1
201917	ENSG00000254803	AP004607.2
201918	ENSG00000215562	CNN2P7
201919	ENSG00000178665	ZNF713
201925	ENSG00000183791	ELOA3
201926	ENSG00000084234	APLP2
201952	ENSG00000244451	RPL34P21
201953	ENSG00000159167	STC1
201955	ENSG00000214856	KRT16P1
201961	ENSG00000225714	POLR2LP1
201962	ENSG00000279429	AC004009.2
201963	ENSG00000224322	AC004009.1
201964	ENSG00000253471	AC012574.1
201965	ENSG00000254002	AC012574.2
201966	ENSG00000229710	MTCO3P1
201967	ENSG00000166292	TMEM100
201973	ENSG00000234544	PTGES3P5
201974	ENSG00000125872	LRRN4
201975	ENSG00000224368	ARAFP2
201976	ENSG00000234387	AC073188.5
201977	ENSG00000230072	SFTA2
201979	ENSG00000164066	INTU
201987	ENSG00000144891	AGTR1
201996	ENSG00000204950	LRRC10B
201997	ENSG00000011201	ANOS1
202000	ENSG00000279181	AC110801.1
202001	ENSG00000279949	AC022784.6
202002	ENSG00000254237	AC021242.2
202005	ENSG00000217896	ZNF839P1
202006	ENSG00000093217	XYLB
202013	ENSG00000230361	VN1R32P
202014	ENSG00000217179	MTCYBP2
202015	ENSG00000170425	ADORA2B
202017	ENSG00000254089	AC016885.2
202018	ENSG00000268080	AC016885.3
202019	ENSG00000253854	AC010834.3
202020	ENSG00000145354	CISD2
202026	ENSG00000101220	C20orf27
202030	ENSG00000008710	PKD1
202070	ENSG00000248538	AC022784.1
202138	ENSG00000253252	AC022784.2
202139	ENSG00000270921	CICP23
202140	ENSG00000253735	AC021736.1
202141	ENSG00000114520	SNX4
202146	ENSG00000280388	AC006330.1
202147	ENSG00000127952	STYXL1
202158	ENSG00000229301	AC006455.4
202159	ENSG00000254468	AC069287.1
202161	ENSG00000224777	OR4F2P
202162	ENSG00000262603	AC003958.5
202164	ENSG00000274923	AC005296.1
202165	ENSG00000262510	LINC00308
202166	ENSG00000271629	AC067959.1
202167	ENSG00000088766	CRLS1
202174	ENSG00000086475	SEPHS1
202180	ENSG00000174327	SLC16A13
202182	ENSG00000227255	CDRT15P2
202183	ENSG00000260595	OR4C49P
202184	ENSG00000173597	SULT1B1
202187	ENSG00000238280	AC067751.1
202189	ENSG00000248491	AC093772.1
202192	ENSG00000228340	MIR646HG
202203	ENSG00000274536	AL034397.3
202205	ENSG00000278279	LILRB4
202214	ENSG00000275490	AC233263.2
202215	ENSG00000133818	RRAS2
202226	ENSG00000224569	AC095052.1
202227	ENSG00000270960	AC106872.11
202228	ENSG00000010319	SEMA3G
202231	ENSG00000251418	ASS1P8
202232	ENSG00000237572	AC092001.1
202233	ENSG00000253611	VN1R46P
202234	ENSG00000267151	MIR2117HG
202235	ENSG00000241792	AC092958.2
202236	ENSG00000188338	SLC38A3
202245	ENSG00000115386	REG1A
202249	ENSG00000262079	AC007638.1
202250	ENSG00000224247	AJ009632.1
202251	ENSG00000248645	AC106872.6
202252	ENSG00000224758	LINC01167
202253	ENSG00000234207	AC096570.2
202254	ENSG00000275628	AL590491.1
202256	ENSG00000256826	ATP5MFP4
202257	ENSG00000228999	AC096570.1
202261	ENSG00000185972	CCIN
202262	ENSG00000270694	AC211469.2
202263	ENSG00000134571	MYBPC3
202267	ENSG00000205022	PABPN1L
202270	ENSG00000174564	IL20RB
202275	ENSG00000224403	DPPA2P3
202276	ENSG00000225663	MCRIP1
202288	ENSG00000142627	EPHA2
202292	ENSG00000243085	AL390726.1
202293	ENSG00000177125	ZBTB34
202295	ENSG00000198373	WWP2
202315	ENSG00000164107	HAND2
202319	ENSG00000144401	METTL21A
202332	ENSG00000277149	TYW1B
202335	ENSG00000255199	GTF2IP11
202336	ENSG00000270999	IGKV1OR2-118
202337	ENSG00000237667	LINC01115
202340	ENSG00000229425	AJ009632.2
202350	ENSG00000237888	AC087650.1
202351	ENSG00000255235	AP005435.4
202352	ENSG00000256525	POLG2
202362	ENSG00000235430	ZSWIM5P1
202363	ENSG00000232903	LINC01166
202364	ENSG00000214146	LINC02026
202366	ENSG00000267185	PTP4A2P1
202367	ENSG00000272904	AL390726.3
202368	ENSG00000285660	AC092958.3
202369	ENSG00000231623	RPL15P4
202370	ENSG00000244550	AC006455.8
202371	ENSG00000265897	AC233263.1
202372	ENSG00000276581	SPATA31A5
202373	ENSG00000256043	CTSO
202374	ENSG00000242654	RPL32P14
202375	ENSG00000255442	AC109635.5
202376	ENSG00000227018	IL6STP1
202377	ENSG00000181915	ADO
202378	ENSG00000237515	SHISA9
202383	ENSG00000249174	AC106744.1
202384	ENSG00000282602	Z82244.2
202385	ENSG00000270424	AC145285.5
202386	ENSG00000240707	LINC01168
202387	ENSG00000227590	ATP5MC1P5
202388	ENSG00000225254	ARMC8P1
202389	ENSG00000274533	KIR2DS4
202390	ENSG00000152292	SH2D6
202399	ENSG00000188064	WNT7B
202404	ENSG00000253708	AC026979.1
202405	ENSG00000005073	HOXA11
202407	ENSG00000251487	AC106744.2
202409	ENSG00000253884	AC022616.5
202410	ENSG00000226075	PHKG1P1
202411	ENSG00000282041	Z82244.1
202412	ENSG00000179277	MEIS3P1
202413	ENSG00000270654	NUTF2P8
202414	ENSG00000180071	ANKRD18A
202417	ENSG00000196993	NPIPB9
202419	ENSG00000229621	LINC01822
202420	ENSG00000230156	LINC00443
202421	ENSG00000240651	SEPT7P4
202422	ENSG00000177669	MBOAT4
202423	ENSG00000265519	AC015922.2
202424	ENSG00000262040	AC003958.3
202425	ENSG00000230102	LINC02028
202456	ENSG00000276855	AC015922.3
202457	ENSG00000263022	KRT37
202458	ENSG00000262752	AP000705.5
202459	ENSG00000233090	AC015922.1
202460	ENSG00000148773	MKI67
202465	ENSG00000223691	AC068044.1
202466	ENSG00000254617	AP005435.2
202467	ENSG00000261847	AP000705.3
202468	ENSG00000034152	MAP2K3
202483	ENSG00000234489	ALDH7A1P4
202484	ENSG00000235148	HMGB3P23
202485	ENSG00000100292	HMOX1
202489	ENSG00000072163	LIMS2
202507	ENSG00000262476	AP000705.4
202508	ENSG00000157617	C2CD2
202516	ENSG00000277709	KIR3DL2
202517	ENSG00000266460	AC021506.1
202518	ENSG00000233005	AC018742.1
202520	ENSG00000168122	ZNF355P
202521	ENSG00000205412	HNRNPA1P20
202522	ENSG00000006757	PNPLA4
202526	ENSG00000271429	RPL17P51
202527	ENSG00000146833	TRIM4
202532	ENSG00000150907	FOXO1
202535	ENSG00000147394	ZNF185
202547	ENSG00000198546	ZNF511
202551	ENSG00000229456	RLIMP1
202552	ENSG00000260524	CYP3A52P
202553	ENSG00000240138	EEF1GP4
202554	ENSG00000254447	OR7E11P
202555	ENSG00000254883	AP003385.2
202556	ENSG00000224237	MINOS1P3
202557	ENSG00000239559	RPL37P2
202558	ENSG00000276503	KIR2DP1
202559	ENSG00000109066	TMEM104
202566	ENSG00000276025	OR5P2
202567	ENSG00000234451	BX005266.3
202568	ENSG00000260589	STAM-AS1
202569	ENSG00000251080	AC024132.2
202570	ENSG00000279859	AC093323.2
202572	ENSG00000262243	CES1
202581	ENSG00000177374	HIC1
202588	ENSG00000277135	AC012409.3
202589	ENSG00000256779	AP002383.3
202591	ENSG00000282539	AC244131.4
202592	ENSG00000214073	RPL21P17
202593	ENSG00000226103	C6orf47
202594	ENSG00000274410	KIR2DL3
202595	ENSG00000253380	AC090155.2
202596	ENSG00000270174	AL022097.1
202597	ENSG00000243477	NAA80
202604	ENSG00000231502	LSM2
202611	ENSG00000273864	LILRP2
202613	ENSG00000259430	CERS3-AS1
202615	ENSG00000119812	FAM98A
202623	ENSG00000281743	AC233280.15
202624	ENSG00000281948	CES1P1
202625	ENSG00000281756	C2-AS1
202626	ENSG00000276282	AC022960.2
202627	ENSG00000263924	AC022960.1
202628	ENSG00000263823	AC009831.1
202629	ENSG00000255653	AP002383.1
202630	ENSG00000174977	AC026271.1
202631	ENSG00000237524	TEX51
202642	ENSG00000135222	CSN2
202643	ENSG00000110200	ANAPC15
202660	ENSG00000197008	ZNF138
202667	ENSG00000251143	AP002490.1
202668	ENSG00000230387	AL118508.1
202670	ENSG00000215313	RPL6P30
202671	ENSG00000163870	TPRA1
202683	ENSG00000278461	MRPS36
202687	ENSG00000270446	AL136363.1
202688	ENSG00000005884	ITGA3
202704	ENSG00000237506	RPSAP15
202705	ENSG00000280892	AL161638.3
202706	ENSG00000104343	UBE2W
202713	ENSG00000230514	AGER
202728	ENSG00000232528	AL109809.1
202730	ENSG00000235540	PSMB8-AS1
202736	ENSG00000226232	NPIPB14P
202739	ENSG00000263272	AC004148.2
202740	ENSG00000119915	ELOVL3
202741	ENSG00000079393	DUSP13
