	Gene stable ID	Gene name
6928	ENSG00000057704	TMCC3
6932	ENSG00000259001	AL355075.4
6933	ENSG00000146374	RSPO3
6936	ENSG00000254846	AL355075.1
6937	ENSG00000284946	AC068831.7
6939	ENSG00000175550	DRAP1
6948	ENSG00000186994	KANK3
6953	ENSG00000233208	LINC00642
6956	ENSG00000140153	WDR20
6976	ENSG00000277852	AC244255.1
6977	ENSG00000105523	FAM83E
6981	ENSG00000183055	FAM133CP
6982	ENSG00000278948	AL031587.5
6983	ENSG00000100146	SOX10
6988	ENSG00000236882	LINC01554
6991	ENSG00000237884	AL845454.3
6992	ENSG00000102195	GPR50
6993	ENSG00000284788	AC183088.1
6994	ENSG00000179526	SHARPIN
7004	ENSG00000229756	RPL31P20
7005	ENSG00000006327	TNFRSF12A
7012	ENSG00000258303	AC012464.2
7013	ENSG00000128294	TPST2
7022	ENSG00000213707	HMGB1P10
7023	ENSG00000246985	SOCS2-AS1
7027	ENSG00000214070	AC011999.1
7028	ENSG00000166908	PIP4K2C
7036	ENSG00000175592	FOSL1
7041	ENSG00000271576	AL359504.2
7042	ENSG00000229486	AC104454.1
7043	ENSG00000244400	RPS4XP12
7044	ENSG00000180389	ATP5F1EP2
7045	ENSG00000273038	AL365203.2
7046	ENSG00000139515	PDX1
7047	ENSG00000271973	AC141002.1
7048	ENSG00000272479	AC010857.1
7049	ENSG00000157765	SLC34A2
7056	ENSG00000258712	CXADRP2
7057	ENSG00000265688	MAFG-DT
7059	ENSG00000185133	INPP5J
7072	ENSG00000258770	LINC02330
7073	ENSG00000112739	PRPF4B
7082	ENSG00000162194	LBHD1
7092	ENSG00000102230	PCYT1B
7096	ENSG00000272181	AC012557.2
7097	ENSG00000127124	HIVEP3
7104	ENSG00000284895	AC119676.1
7105	ENSG00000230638	AL445933.1
7106	ENSG00000248138	AC097515.1
7108	ENSG00000229428	HLA-U
7109	ENSG00000134262	AP4B1
7123	ENSG00000231831	MTHFD1P1
7124	ENSG00000224678	GAPDHP46
7125	ENSG00000213987	AC093151.1
7126	ENSG00000213417	KRTAP2-4
7127	ENSG00000265746	KYNUP2
7128	ENSG00000224404	Z68323.1
7129	ENSG00000236052	LINC01643
7130	ENSG00000230197	AC007952.3
7133	ENSG00000120159	CAAP1
7140	ENSG00000232253	BX001005.1
7141	ENSG00000273691	AC087284.1
7142	ENSG00000234690	AC106869.1
7147	ENSG00000259273	AC027176.1
7148	ENSG00000236824	BCYRN1
7149	ENSG00000258648	UBE2CP1
7150	ENSG00000240513	AL049830.2
7151	ENSG00000172059	KLF11
7157	ENSG00000285782	AC116099.1
7158	ENSG00000173253	DMRT2
7167	ENSG00000257065	AL049844.1
7168	ENSG00000120094	HOXB1
7171	ENSG00000266495	AC011731.1
7172	ENSG00000260083	MIR762HG
7175	ENSG00000234712	AL713923.1
7176	ENSG00000226547	SSU72P1
7177	ENSG00000169174	PCSK9
7179	ENSG00000264869	AC068112.1
7180	ENSG00000263342	AC003688.2
7181	ENSG00000213445	SIPA1
7191	ENSG00000142208	AKT1
7211	ENSG00000250742	LINC02381
7213	ENSG00000204889	KRT40
7216	ENSG00000249388	AC023794.2
7217	ENSG00000005206	SPPL2B
7231	ENSG00000271503	CCL5
7234	ENSG00000274943	AC079684.1
7235	ENSG00000272642	AP003121.1
7237	ENSG00000205057	CLLU1OS
7239	ENSG00000247699	AC008609.1
7241	ENSG00000268906	AC011473.3
7242	ENSG00000235385	LINC02154
7244	ENSG00000232788	ITGA6-AS1
7246	ENSG00000244754	N4BP2L2
7261	ENSG00000258675	LINC02308
7262	ENSG00000036448	MYOM2
7277	ENSG00000250280	AC026124.1
7278	ENSG00000231871	IPO9-AS1
7281	ENSG00000198700	IPO9
7285	ENSG00000235121	AL645504.1
7286	ENSG00000179008	C14orf39
7291	ENSG00000167757	KLK11
7302	ENSG00000278611	ZNF426-DT
7304	ENSG00000186352	ANKRD37
7310	ENSG00000226626	NOP56P2
7311	ENSG00000232073	Z82198.2
7312	ENSG00000162511	LAPTM5
7315	ENSG00000258916	SPATA31E2P
7316	ENSG00000256806	C17orf100
7319	ENSG00000260448	LCMT1-AS1
7323	ENSG00000224167	AL390729.1
7325	ENSG00000261671	AL158211.1
7326	ENSG00000285509	AP000646.1
7328	ENSG00000260349	AC087190.1
7329	ENSG00000232497	ADIPOR1P1
7330	ENSG00000228728	PPIAP91
7331	ENSG00000234230	ZFX-AS1
7332	ENSG00000269303	AC020907.3
7333	ENSG00000271032	AC020907.4
7334	ENSG00000227388	AL133410.1
7336	ENSG00000266106	AC103809.1
7337	ENSG00000223980	HLA-A
7347	ENSG00000010256	UQCRC1
7357	ENSG00000233486	USP8P1
7358	ENSG00000273855	AC020658.5
7359	ENSG00000155265	GOLGA7B
7362	ENSG00000231433	WASF5P
7363	ENSG00000167881	SRP68
7376	ENSG00000236369	TMPOP1
7377	ENSG00000206379	FLOT1
7389	ENSG00000233372	AL137076.1
7390	ENSG00000281652	DUX4L7
7391	ENSG00000255452	AC084851.2
7392	ENSG00000160282	FTCD
7404	ENSG00000225589	MDC1
7413	ENSG00000163389	POGLUT1
7422	ENSG00000215012	RTL10
7427	ENSG00000090372	STRN4
7451	ENSG00000116833	NR5A2
7457	ENSG00000241837	ATP5PO
7467	ENSG00000243014	PTMAP8
7468	ENSG00000198406	BZW1P2
7469	ENSG00000117013	KCNQ4
7474	ENSG00000123472	ATPAF1
7488	ENSG00000241124	BX248109.1
7489	ENSG00000267097	SLC14A2-AS1
7493	ENSG00000254438	AC022240.1
7494	ENSG00000255411	LINC02548
7496	ENSG00000269694	AC005197.1
7497	ENSG00000242391	AC099677.4
7498	ENSG00000280844	KRT18P53
7499	ENSG00000236843	NRM
7508	ENSG00000225357	RPF2P1
7509	ENSG00000174010	KLHL15
7510	ENSG00000279154	AL353726.2
7511	ENSG00000204429	AL451142.1
7512	ENSG00000235748	SEPT14P12
7513	ENSG00000223873	SAP18P2
7514	ENSG00000249967	AL355315.1
7515	ENSG00000257747	LINC02426
7516	ENSG00000257609	AC091515.1
7517	ENSG00000244414	CFHR1
7522	ENSG00000262492	AC104581.1
7523	ENSG00000275665	AC006449.3
7524	ENSG00000188620	HMX3
7525	ENSG00000000971	CFH
7531	ENSG00000104129	DNAJC17
7543	ENSG00000152217	SETBP1
7548	ENSG00000236807	AC092066.1
7549	ENSG00000285462	AL353651.3
7550	ENSG00000227073	SDHDP2
7551	ENSG00000245614	DDX11-AS1
7554	ENSG00000203825	AC239859.1
7555	ENSG00000263935	TOMM20P3
7556	ENSG00000242262	AC092597.1
7557	ENSG00000152785	BMP3
7558	ENSG00000178567	EPM2AIP1
7561	ENSG00000224857	LINC01691
7562	ENSG00000169375	SIN3A
7577	ENSG00000225756	DBH-AS1
7578	ENSG00000144962	SPATA16
7579	ENSG00000259252	AC026583.1
7580	ENSG00000230869	AGAP10P
7581	ENSG00000236040	CHIAP1
7582	ENSG00000248364	OR7E86P
7583	ENSG00000264058	AC073508.2
7585	ENSG00000204542	C6orf15
7586	ENSG00000159733	ZFYVE28
7597	ENSG00000249077	AL158068.1
7598	ENSG00000184394	OR4N5
7600	ENSG00000196383	OR4Q2
7602	ENSG00000254893	AC113404.3
7603	ENSG00000236536	AC003986.3
7604	ENSG00000251078	SLC25A5P9
7605	ENSG00000251300	AC104596.2
7606	ENSG00000131370	SH3BP5
7615	ENSG00000021300	PLEKHB1
7637	ENSG00000259337	IGHV1OR15-2
7638	ENSG00000135577	NMBR
7640	ENSG00000178531	CTXN1
7641	ENSG00000244053	RPL13AP2
7642	ENSG00000179046	TRIML2
7649	ENSG00000269139	AC010336.5
7651	ENSG00000113645	WWC1
7667	ENSG00000122420	PTGFR
7671	ENSG00000145088	EAF2
7676	ENSG00000172086	KRCC1
7677	ENSG00000278606	KIR2DL4
7682	ENSG00000099953	MMP11
7695	ENSG00000242140	AC083904.1
7696	ENSG00000172340	SUCLG2
7700	ENSG00000181449	SOX2
7701	ENSG00000141756	FKBP10
7710	ENSG00000225662	AC012519.1
7711	ENSG00000163376	KBTBD8
7716	ENSG00000248563	RPSAP2
7717	ENSG00000248206	AC074194.1
7718	ENSG00000167604	NFKBID
7729	ENSG00000227565	NFKBIL1
7734	ENSG00000173320	STOX2
7739	ENSG00000196678	ERI2
7754	ENSG00000274730	AC141273.2
7755	ENSG00000283383	AC108477.1
7756	ENSG00000204271	SPIN3
7801	ENSG00000101310	SEC23B
7813	ENSG00000005187	ACSM3
7828	ENSG00000243116	AC092943.1
7829	ENSG00000163820	FYCO1
7834	ENSG00000260603	AC133539.1
7835	ENSG00000240652	AP001024.1
7836	ENSG00000100813	ACIN1
7859	ENSG00000132792	CTNNBL1
7869	ENSG00000188610	FAM72B
7876	ENSG00000268993	RPL22P6
7877	ENSG00000240888	AC131210.1
7878	ENSG00000165406	MARCH8
7885	ENSG00000248374	AC073358.1
7886	ENSG00000272277	AL031963.3
7887	ENSG00000151577	DRD3
7891	ENSG00000153179	RASSF3
7897	ENSG00000223809	AC234771.1
7898	ENSG00000196972	SMIM10L2B
7899	ENSG00000269972	AC004542.1
7900	ENSG00000282305	IGHV3-74
7901	ENSG00000269987	AC004542.2
7902	ENSG00000224255	PDCL3P6
7903	ENSG00000196209	SIRPB2
7911	ENSG00000213994	AL157395.1
7912	ENSG00000250590	LINC02492
7916	ENSG00000216548	AL357084.1
7917	ENSG00000173889	PHC3
7934	ENSG00000112773	TENT5A
7939	ENSG00000134249	ADAM30
7940	ENSG00000156414	TDRD9
7948	ENSG00000215864	NBPF7
7949	ENSG00000258991	DUX4L19
7950	ENSG00000255991	AC121334.1
7951	ENSG00000272094	AC091614.1
7952	ENSG00000251490	AC093763.1
7953	ENSG00000228848	AC105402.2
7954	ENSG00000111046	MYF6
7955	ENSG00000100012	SEC14L3
7962	ENSG00000250620	LINC02515
7963	ENSG00000261326	LINC01355
7966	ENSG00000220785	MTMR9LP
7970	ENSG00000249803	AC112178.1
7972	ENSG00000262560	AC018512.1
7973	ENSG00000225659	TRIM26BP
7974	ENSG00000253530	AC084116.3
7975	ENSG00000278688	AC215799.1
7976	ENSG00000282161	IGHVIII-67-3
7977	ENSG00000066422	ZBTB11
7980	ENSG00000268870	AC008758.5
7981	ENSG00000179256	SMCO3
7982	ENSG00000173875	ZNF791
7988	ENSG00000256339	AC007655.1
7989	ENSG00000147164	SNX12
7996	ENSG00000144152	FBLN7
8003	ENSG00000111341	MGP
8007	ENSG00000256628	ZBTB11-AS1
8008	ENSG00000272984	AC007349.4
8009	ENSG00000229424	AC007349.1
8010	ENSG00000139645	ANKRD52
8014	ENSG00000224402	OR6D1P
8017	ENSG00000137709	POU2F3
8024	ENSG00000156009	MAGEA8
8029	ENSG00000269755	AC008758.6
8030	ENSG00000230321	MTCO2P27
8031	ENSG00000242428	C3orf67-AS1
8035	ENSG00000272921	AC005832.4
8036	ENSG00000249709	ZNF564
8041	ENSG00000256381	AC005832.1
8042	ENSG00000255608	AC006063.1
8043	ENSG00000227004	AC108032.1
8044	ENSG00000274832	AC233724.12
8045	ENSG00000241954	AL021937.4
8046	ENSG00000250715	AC233724.10
8047	ENSG00000230736	AL021937.1
8048	ENSG00000010219	DYRK4
8065	ENSG00000205853	RFPL3S
8071	ENSG00000269693	AC010422.6
8072	ENSG00000185947	ZNF267
8078	ENSG00000235686	PPIAP20
8079	ENSG00000234003	MTATP6P27
8080	ENSG00000258567	DUX4L16
8081	ENSG00000259154	DUX4L17
8082	ENSG00000180855	ZNF443
8084	ENSG00000124508	BTN2A2
8100	ENSG00000176749	CDK5R1
8103	ENSG00000243519	IGLVIVOR22-2
8104	ENSG00000271093	IGLCOR22-2
8105	ENSG00000130227	XPO7
8114	ENSG00000128276	RFPL3
8116	ENSG00000165698	SPACA9
8119	ENSG00000236483	MTND2P40
8120	ENSG00000150593	PDCD4
8131	ENSG00000196826	AC008758.1
8132	ENSG00000242852	ZNF709
8135	ENSG00000242134	RPL5P13
8136	ENSG00000250835	LSM3P4
8137	ENSG00000249806	AC139720.1
8138	ENSG00000198719	DLL1
8140	ENSG00000242173	ARHGDIG
8147	ENSG00000136152	COG3
8154	ENSG00000231080	AL592161.1
8155	ENSG00000251248	AC139720.2
8156	ENSG00000259239	AC021755.1
8157	ENSG00000152763	WDR78
8169	ENSG00000267013	LINC01929
8171	ENSG00000130414	NDUFA10
8185	ENSG00000256574	OR13A1
8188	ENSG00000259950	AC034105.3
8189	ENSG00000109452	INPP4B
8212	ENSG00000224992	AL445645.1
8213	ENSG00000269947	AC135178.5
8214	ENSG00000250946	AP004833.1
8215	ENSG00000268744	AC008758.4
8216	ENSG00000173226	IQCB1
8223	ENSG00000165695	AK8
8228	ENSG00000249937	LINC02223
8233	ENSG00000185009	AP3M1
8237	ENSG00000164076	CAMKV
8254	ENSG00000151849	CENPJ
8260	ENSG00000254583	AC021269.1
8261	ENSG00000125409	TEKT3
8271	ENSG00000255401	AC021269.2
8272	ENSG00000235220	HLA-F
8287	ENSG00000197468	AC073648.1
8288	ENSG00000223716	AL135785.1
8289	ENSG00000249272	UNC93B8
8290	ENSG00000273872	SLC25A15P4
8291	ENSG00000259541	AP001150.1
8293	ENSG00000282681	LY6E-DT
8298	ENSG00000227971	AC078809.1
8299	ENSG00000250813	SERF1AP1
8300	ENSG00000258860	AL133163.2
8301	ENSG00000251440	STMN1P2
8302	ENSG00000240023	AL133163.1
8303	ENSG00000213448	RPS23P2
8304	ENSG00000263096	AC007638.2
8305	ENSG00000282439	IGHV1-67
8306	ENSG00000225382	LINC02569
8307	ENSG00000108924	HLF
8318	ENSG00000269881	AC004754.1
8319	ENSG00000073282	TP63
8333	ENSG00000281173	ABCB10P1
8334	ENSG00000282117	SLC20A1P1
8335	ENSG00000282652	IGHVII-67-1
8336	ENSG00000271412	PRR13P3
8337	ENSG00000225761	AL596247.1
8338	ENSG00000280490	AC116165.5
8339	ENSG00000243955	GSTA1
8342	ENSG00000253111	AC091114.1
8344	ENSG00000257429	AC074031.1
8345	ENSG00000093009	CDC45
8357	ENSG00000282016	IGHVIII-67-2
8358	ENSG00000255474	GAU1
8359	ENSG00000281254	AC116165.8
8360	ENSG00000110274	CEP164
8374	ENSG00000266855	MIR3910-1
8375	ENSG00000200812	SNORD115-6
8376	ENSG00000252983	RNU7-35P
8377	ENSG00000201600	RN7SKP124
8378	ENSG00000239822	RN7SL754P
8379	ENSG00000266502	MIR5681A
8380	ENSG00000207359	RNU6-925P
8381	ENSG00000207124	RNU6-163P
8382	ENSG00000252977	RNA5SP70
8383	ENSG00000222838	RNA5SP136
8384	ENSG00000252105	RNU1-143P
8385	ENSG00000277774	RN7SL763P
8386	ENSG00000251965	RNA5SP208
8387	ENSG00000265470	MIR548AQ
8388	ENSG00000252290	RF00402
8389	ENSG00000199870	RF00019
8390	ENSG00000199133	MIRLET7D
8391	ENSG00000223080	RF00019
8392	ENSG00000283609	MIR4662A
8393	ENSG00000202137	RF00019
8394	ENSG00000283207	MIR1255B1
8395	ENSG00000199740	RF00019
8396	ENSG00000283710	MIR1204
8397	ENSG00000201420	RNA5SP512
8398	ENSG00000252991	RNU6-1073P
8399	ENSG00000223191	RNU6-293P
8400	ENSG00000244230	RN7SL151P
8401	ENSG00000264425	MIR4653
8402	ENSG00000202521	RNA5S7
8403	ENSG00000264534	MIR378B
8404	ENSG00000222629	RNU2-42P
8405	ENSG00000200121	RF00019
8406	ENSG00000206625	RNU6-1
8407	ENSG00000274466	MIR1273H
8408	ENSG00000199687	RNU1-38P
8409	ENSG00000284197	MIR658
8410	ENSG00000274091	SNORD1C
8411	ENSG00000201660	RF00401
8412	ENSG00000274491	RF02130
8413	ENSG00000206656	SNORD116-17
8414	ENSG00000266517	MIR4715
8415	ENSG00000212135	SNORD67
8416	ENSG00000207940	MIR567
8417	ENSG00000283493	MIR6086
8418	ENSG00000201161	RN7SKP10
8419	ENSG00000274873	AC012314.11
8420	ENSG00000272359	RNU4-89P
8421	ENSG00000253041	RF00322
8422	ENSG00000207585	MIR181D
8423	ENSG00000207187	SNORA10B
8424	ENSG00000207068	RNU6-463P
8425	ENSG00000207626	MIR562
8426	ENSG00000207095	RNU6-424P
8427	ENSG00000252016	RF01225
8428	ENSG00000221502	MIR1245A
8429	ENSG00000207654	MIR128-1
8430	ENSG00000221745	MIR1197
8431	ENSG00000200827	RNU6-324P
8432	ENSG00000283333	MIR7977
8433	ENSG00000276270	MIR6799
8434	ENSG00000202474	RNA5SP283
8435	ENSG00000207838	MIR517C
8436	ENSG00000199492	RNU6-1313P
8437	ENSG00000243365	RN7SL278P
8438	ENSG00000266454	MIR3179-3
8439	ENSG00000199468	RNU6-556P
8440	ENSG00000201207	RF00019
8441	ENSG00000201343	RF00019
8442	ENSG00000274025	MIR3670-4
8443	ENSG00000272460	SNORD115-40
8444	ENSG00000207738	MIR520C
8445	ENSG00000263978	MIR4499
8446	ENSG00000221594	MIR548F1
8447	ENSG00000252837	RN7SKP99
8448	ENSG00000264387	MIR5007
8449	ENSG00000200991	RF00402
8450	ENSG00000284411	MIR3191
8451	ENSG00000280773	MIR7641-1
8452	ENSG00000200473	RNA5SP507
8453	ENSG00000264602	RF00019
8454	ENSG00000222071	MIR1915
8455	ENSG00000252510	RNA5SP55
8456	ENSG00000266703	MIR4490
8457	ENSG00000264386	MIR4513
8458	ENSG00000243541	RN7SL104P
8459	ENSG00000277546	RF00026
8460	ENSG00000265874	MIR4489
8461	ENSG00000266645	MIR4299
8462	ENSG00000222361	RNU6-1186P
8463	ENSG00000207321	RNU6-160P
8464	ENSG00000221698	MIR548H3
8465	ENSG00000221649	MIR1233-1
8466	ENSG00000240750	RN7SL559P
8467	ENSG00000276844	SNORD115-46
8468	ENSG00000223086	RNA5SP155
8469	ENSG00000207073	RF00019
8470	ENSG00000212181	RF00554
8471	ENSG00000223208	RNU6-1217P
8472	ENSG00000200298	RF00019
8473	ENSG00000207063	SNORD116-1
8474	ENSG00000275161	RF01928
8475	ENSG00000207721	MIR186
8476	ENSG00000263595	RN7SL823P
8477	ENSG00000278596	MIR6077
8478	ENSG00000201370	RF00019
8479	ENSG00000284185	MIR219A2
8480	ENSG00000225091	SNORA71A
8481	ENSG00000201944	RF00139
8482	ENSG00000201542	RF00091
8483	ENSG00000201800	RF00019
8484	ENSG00000239195	SNORD5
8485	ENSG00000206811	SNORA10
8486	ENSG00000277403	CR547123.1
8487	ENSG00000201875	RN7SKP178
8488	ENSG00000265584	MIR3978
8489	ENSG00000252533	RNU6-572P
8490	ENSG00000207776	MIR551A
8491	ENSG00000252210	RF00019
8492	ENSG00000264192	RN7SL117P
8493	ENSG00000275975	RF00017
8494	ENSG00000264249	MIR3912
8495	ENSG00000281010	RF00345
8496	ENSG00000278422	RN7SL331P
8497	ENSG00000207739	MIR218-2
8498	ENSG00000200309	RF00019
8499	ENSG00000276706	RF01992
8500	ENSG00000280514	AC142525.4
8501	ENSG00000253058	RNA5SP437
8502	ENSG00000272543	MIR4787
8503	ENSG00000284224	MIR937
8504	ENSG00000266712	MIR3149
8505	ENSG00000206651	RF00019
8506	ENSG00000239808	RN7SL255P
8507	ENSG00000284015	MIR1281
8508	ENSG00000240584	RN7SL547P
8509	ENSG00000266012	MIR4764
8510	ENSG00000252995	RNU6-667P
8511	ENSG00000275006	RF00019
8512	ENSG00000272296	SNORD96A
8513	ENSG00000252188	RF00561
8514	ENSG00000215961	MIR297
8515	ENSG00000266168	MIR3147
8516	ENSG00000252244	RNU7-3P
8517	ENSG00000200570	RNU6-829P
8518	ENSG00000266421	MIR4451
8519	ENSG00000263638	RF00026
8520	ENSG00000264075	MIR4783
8521	ENSG00000277824	AC011476.11
8525	ENSG00000275664	RF01518
8526	ENSG00000251741	RNU4ATAC13P
8527	ENSG00000212457	RNU6-644P
8528	ENSG00000202183	RF00394
8529	ENSG00000252133	RF00156
8530	ENSG00000222376	RN7SKP152
8531	ENSG00000207366	RNU6-297P
8532	ENSG00000199890	RF00019
8533	ENSG00000283193	MIR1243
8534	ENSG00000207295	RNU6-851P
8535	ENSG00000281269	AC068724.2
8536	ENSG00000199691	RN7SKP173
8537	ENSG00000264004	MIR4717
8538	ENSG00000277027	RMRP
8539	ENSG00000275634	RF02160
8540	ENSG00000207779	MIR15B
8541	ENSG00000264358	MIR3122
8542	ENSG00000223039	RN7SKP268
8543	ENSG00000206973	RNU6-1145P
8544	ENSG00000264275	RN7SL753P
8545	ENSG00000251754	RNU6-999P
8546	ENSG00000200065	RF00019
8547	ENSG00000263641	MIR4777
8548	ENSG00000201443	RNU6-309P
8549	ENSG00000222997	RF00019
8550	ENSG00000278549	MIR6736
8551	ENSG00000200047	RN7SKP115
8552	ENSG00000265465	MIR4768
8553	ENSG00000201811	RF00056
8554	ENSG00000201084	RF00019
8555	ENSG00000275924	MIR6807
8556	ENSG00000276145	TARM1
8557	ENSG00000275405	RF00003
8558	ENSG00000252674	RNA5SP102
8559	ENSG00000207271	RF00019
8560	ENSG00000277533	MIR8077
8561	ENSG00000266329	MIR4281
8562	ENSG00000208772	SNORD94
8563	ENSG00000275931	GP6
8565	ENSG00000239542	RN7SL399P
8566	ENSG00000240189	RN7SL621P
8567	ENSG00000202017	RNU6-806P
8568	ENSG00000284027	MIR497
8569	ENSG00000264979	MIR4436B1
8570	ENSG00000199788	RNY3P2
8571	ENSG00000199593	SNORD114-14
8572	ENSG00000281245	STKLD1
8577	ENSG00000266760	MIR4464
8578	ENSG00000222859	RN7SKP136
8579	ENSG00000283845	MIR4721
8580	ENSG00000221038	RNU6ATAC7P
8581	ENSG00000264113	RN7SL784P
8582	ENSG00000277912	MIR8089
8583	ENSG00000265388	RN7SL391P
8584	ENSG00000201950	SNORD113-9
8585	ENSG00000199705	RF00019
8586	ENSG00000284346	MIR940
8587	ENSG00000253042	RF00156
8588	ENSG00000206708	RNU6-1227P
8589	ENSG00000207815	MIR563
8590	ENSG00000199260	RNU6-874P
8591	ENSG00000222179	RN7SKP26
8592	ENSG00000264462	MIR3648-2
8593	ENSG00000199400	RNY4P19
8594	ENSG00000265165	MIR4307
8595	ENSG00000238964	RNU7-125P
8596	ENSG00000264032	MIR4491
8597	ENSG00000252263	RNU6-659P
8598	ENSG00000263527	MIR4526
8599	ENSG00000283418	RF00026
8600	ENSG00000283558	MIR3158-2
8601	ENSG00000212014	MIR509-3
8602	ENSG00000207218	RF00019
8603	ENSG00000277694	RF01979
8604	ENSG00000283876	MIR4260
8605	ENSG00000263442	SNORD84
8606	ENSG00000265588	MIR5708
8607	ENSG00000206967	RF00019
8608	ENSG00000265847	MIR4287
8609	ENSG00000263764	SNORD43
8610	ENSG00000276955	RF00017
8611	ENSG00000207942	MIR136
8612	ENSG00000251936	RNA5SP249
8613	ENSG00000238698	RNU7-147P
8614	ENSG00000277188	RF02154
8615	ENSG00000240322	RN7SL481P
8616	ENSG00000278519	MBOAT7
8619	ENSG00000239081	RNU7-24P
8620	ENSG00000284195	MIR6852
8621	ENSG00000266276	MIR4743
8622	ENSG00000207732	MIR218-1
8623	ENSG00000274098	RN7SL787P
8624	ENSG00000216058	MIR944
8625	ENSG00000277265	RN7SL556P
8626	ENSG00000222496	RN7SKP200
8627	ENSG00000244307	RN7SL395P
8628	ENSG00000266594	MIR4766
8629	ENSG00000284448	MIR6501
8630	ENSG00000239112	SNORD123
8631	ENSG00000199420	RN7SKP170
8632	ENSG00000266320	MIR3909
8633	ENSG00000276788	SNORD26
8634	ENSG00000275458	MIR6809
8635	ENSG00000243398	RN7SL141P
8636	ENSG00000216195	MIR941-4
8637	ENSG00000252362	RNU6-506P
8638	ENSG00000284419	MIR663A
8639	ENSG00000200935	RNU6-1090P
8640	ENSG00000284407	MIR5001
8641	ENSG00000207645	MIR512-1
8642	ENSG00000265795	RF00026
8643	ENSG00000278115	RF00017
8644	ENSG00000277904	MIR7850
8645	ENSG00000273750	RF02132
8646	ENSG00000284311	MIR6742
8647	ENSG00000221801	MIR548H2
8648	ENSG00000241217	RN7SL809P
8649	ENSG00000206828	RF00003
8650	ENSG00000222889	RN7SKP29
8651	ENSG00000207483	RNU6-1067P
8652	ENSG00000199077	MIR129-2
8653	ENSG00000276525	RF00017
8654	ENSG00000283749	MIR4781
8655	ENSG00000252823	RNU6-148P
8656	ENSG00000253022	RNU6-731P
8657	ENSG00000207624	MIR194-1
8658	ENSG00000201119	RNU1-33P
8659	ENSG00000283712	MIR6727
8660	ENSG00000277233	RF00017
8661	ENSG00000277732	RF02212
8662	ENSG00000222404	RN7SKP281
8663	ENSG00000212598	RF00012
8664	ENSG00000239197	RF01233
8665	ENSG00000207199	RF00212
8666	ENSG00000207426	RF00019
8667	ENSG00000222515	RN7SKP240
8668	ENSG00000275110	MIR6087
8669	ENSG00000276152	RF00017
8670	ENSG00000201595	RNA5SP132
8671	ENSG00000251955	RNU6-27P
8672	ENSG00000265872	MIR3689A
8673	ENSG00000252993	RF00402
8674	ENSG00000274988	MIR6876
8675	ENSG00000252267	RNA5SP495
8676	ENSG00000252934	RNU7-172P
8677	ENSG00000199085	MIR148A
8678	ENSG00000265733	SNORA74C-1
8679	ENSG00000202164	RNA5SP117
8680	ENSG00000251789	RNU4-57P
8681	ENSG00000264494	MIR4650-2
8682	ENSG00000283792	MIR4453
8683	ENSG00000202186	RNU6-497P
8684	ENSG00000212599	RNU6-279P
8685	ENSG00000207728	MIR449B
8686	ENSG00000252886	RN7SKP197
8687	ENSG00000238942	SNORD2
8688	ENSG00000274008	RF00017
8689	ENSG00000277653	RF01909
8690	ENSG00000277395	RF00001
8691	ENSG00000223152	RNU4-88P
8692	ENSG00000222736	RNU4-6P
8693	ENSG00000284331	MIR4741
8694	ENSG00000200755	RNA5SP68
8695	ENSG00000206695	RNU6-442P
8696	ENSG00000264704	RF00003
8697	ENSG00000263410	RN7SL460P
8698	ENSG00000199283	RNU1-58P
8699	ENSG00000275877	RF00002
8700	ENSG00000266226	MIR4323
8701	ENSG00000273717	RN7SL343P
8702	ENSG00000274459	RF00017
8703	ENSG00000264722	MIR3670-2
8704	ENSG00000206662	RF00019
8705	ENSG00000251865	RNU6-518P
8706	ENSG00000243847	RN7SL610P
8707	ENSG00000202536	RF00019
8708	ENSG00000222255	RNU6-101P
8709	ENSG00000207742	MIR487A
8710	ENSG00000273500	MIR6129
8711	ENSG00000266841	RF00019
8712	ENSG00000221680	MIR1278
8713	ENSG00000201672	SNORD113-4
8714	ENSG00000239118	MIR1972-2
8715	ENSG00000264773	MIR4420
8716	ENSG00000207243	RF00019
8717	ENSG00000277243	MIR3118-3
8718	ENSG00000278793	RF00026
8719	ENSG00000242673	RN7SL167P
8720	ENSG00000252436	RF00019
8721	ENSG00000212579	RF00561
8722	ENSG00000264706	RN7SL217P
8723	ENSG00000278218	RF02271
8724	ENSG00000283555	RF00004
8725	ENSG00000200024	RF00019
8726	ENSG00000264250	RN7SL835P
8727	ENSG00000242818	RN7SL846P
8728	ENSG00000200494	RF00019
8729	ENSG00000201165	RNU6-1229P
8730	ENSG00000274574	RF00003
8731	ENSG00000252922	RNU6-365P
8732	ENSG00000201482	SNORD115-17
8733	ENSG00000252509	RNA5SP271
8734	ENSG00000199308	RNU6-222P
8735	ENSG00000272025	RF00090
8736	ENSG00000252996	RNU6-1315P
8737	ENSG00000277761	AC136616.2
8739	ENSG00000212493	SNORD19
8740	ENSG00000202074	RNU6-715P
8741	ENSG00000266300	SNORD52
8742	ENSG00000277927	RF00026
8743	ENSG00000239041	RF01210
8744	ENSG00000238761	RF01210
8745	ENSG00000199378	RF00019
8746	ENSG00000252685	RNU6-928P
8747	ENSG00000199514	RNU6-235P
8748	ENSG00000281499	RNU5A-8P
8749	ENSG00000252401	RNU4ATAC6P
8750	ENSG00000283927	MIR133A1
