M109Barcode_704-508	574652
M109Barcode_707-502	1521470
M109Barcode_710-502	379557
M109Barcode_708-508	679618
M109Barcode_703-507	781497
M109Barcode_701-505	1252622
M109Barcode_701-501	480822
M109Barcode_705-505	484899
M109Barcode_707-507	672913
M109Barcode_712-504	410537
M109Barcode_703-503	855955
M109Barcode_704-504	187501
M109Barcode_706-506	687221
M109Barcode_702-502	450863
M109Barcode_709-501	144443
M109Barcode_711-503	1338247
M109Barcode_702-506	349815
M109Barcode_705-501	866795
